"variable" "sex" "age_adult" "ht.code" "count_n_" "n_denom" "rate_strat" "year" "aggr_level"
"incidence" "f" "18+" 4 28 2144952 1.30539051689735 2005 "age_sex"
"incidence" "f" "<18" 1 339 586803 57.7706657941422 2005 "age_sex"
"incidence" "f" "<18" 2 144 586803 24.5397518417595 2005 "age_sex"
"incidence" "f" "<18" 3 87 586803 14.826100071063 2005 "age_sex"
"incidence" "f" "<18" 4 538 586803 91.683239519907 2005 "age_sex"
"incidence" "m" "18+" 1 NA 2056917 NA 2005 "age_sex"
"incidence" "m" "18+" 2 NA 2056917 NA 2005 "age_sex"
"incidence" "m" "18+" 3 NA 2056917 NA 2005 "age_sex"
"incidence" "m" "18+" 4 14 2056917 0.68063028308872 2005 "age_sex"
"incidence" "m" "<18" 1 306 617917 49.5212140141799 2005 "age_sex"
"incidence" "m" "<18" 2 174 617917 28.1591216943376 2005 "age_sex"
"incidence" "m" "<18" 3 92 617917 14.8887310107992 2005 "age_sex"
"incidence" "m" "<18" 4 543 617917 87.8758797702604 2005 "age_sex"
"opr" "f" "18+" 1 36 2144952 1.67835923601088 2005 "age_sex"
"opr" "f" "18+" 2 41 2144952 1.91146468545683 2005 "age_sex"
"opr" "f" "18+" 3 33 2144952 1.5384959663433 2005 "age_sex"
"opr" "f" "18+" 4 110 2144952 5.12831988781101 2005 "age_sex"
"opr" "f" "<18" 1 43 586803 7.32784256385874 2005 "age_sex"
"opr" "f" "<18" 2 53 586803 9.03199199731426 2005 "age_sex"
"opr" "f" "<18" 3 122 586803 20.7906230881574 2005 "age_sex"
"opr" "f" "<18" 4 218 586803 37.1504576493304 2005 "age_sex"
"opr" "m" "18+" 1 48 2056917 2.33358954201847 2005 "age_sex"
"opr" "m" "18+" 2 53 2056917 2.57667178597872 2005 "age_sex"
"opr" "m" "18+" 3 55 2056917 2.67390468356283 2005 "age_sex"
"opr" "m" "18+" 4 156 2056917 7.58416601156002 2005 "age_sex"
"opr" "m" "<18" 1 41 617917 6.6351953417692 2005 "age_sex"
"opr" "m" "<18" 2 73 617917 11.8138843890037 2005 "age_sex"
"opr" "m" "<18" 3 142 617917 22.9804326471031 2005 "age_sex"
"opr" "m" "<18" 4 256 617917 41.429512377876 2005 "age_sex"
"opr_patients" "f" "18+" 1 34 2144952 1.58511705623249 2005 "age_sex"
"opr_patients" "f" "18+" 2 39 2144952 1.81822250567845 2005 "age_sex"
"opr_patients" "f" "18+" 3 29 2144952 1.35201160678654 2005 "age_sex"
"opr_patients" "f" "18+" 4 102 2144952 4.75535116869748 2005 "age_sex"
"opr_patients" "f" "<18" 1 42 586803 7.15742762051319 2005 "age_sex"
"opr_patients" "f" "<18" 2 40 586803 6.81659773382208 2005 "age_sex"
"opr_patients" "f" "<18" 3 88 586803 14.9965150144086 2005 "age_sex"
"opr_patients" "f" "<18" 4 170 586803 28.9705403687439 2005 "age_sex"
"opr_patients" "m" "18+" 1 40 2056917 1.94465795168206 2005 "age_sex"
"opr_patients" "m" "18+" 2 47 2056917 2.28497309322642 2005 "age_sex"
"opr_patients" "m" "18+" 3 32 2056917 1.55572636134564 2005 "age_sex"
"opr_patients" "m" "18+" 4 119 2056917 5.78535740625412 2005 "age_sex"
"opr_patients" "m" "<18" 1 38 617917 6.14969324359097 2005 "age_sex"
"opr_patients" "m" "<18" 2 52 617917 8.41536970175606 2005 "age_sex"
"opr_patients" "m" "<18" 3 111 617917 17.9635776325947 2005 "age_sex"
"opr_patients" "m" "<18" 4 201 617917 32.5286405779417 2005 "age_sex"
"prevalence" "f" "18+" 1 2999 2149984 139.48941015375 2006 "age_sex"
"prevalence" "f" "18+" 2 1990 2149984 92.5588283447691 2006 "age_sex"
"prevalence" "f" "18+" 3 1025 2149984 47.6747733936625 2006 "age_sex"
"prevalence" "f" "18+" 4 5365 2149984 249.536740738536 2006 "age_sex"
"prevalence" "f" "<18" 1 4166 589674 706.492061715456 2006 "age_sex"
"prevalence" "f" "<18" 2 1885 589674 319.668155624972 2006 "age_sex"
"prevalence" "f" "<18" 3 905 589674 153.474631745676 2006 "age_sex"
"prevalence" "f" "<18" 4 6366 589674 1079.57956430163 2006 "age_sex"
"prevalence" "m" "18+" 1 2370 2063426 114.857523361633 2006 "age_sex"
"prevalence" "m" "18+" 2 1965 2063426 95.2299719011004 2006 "age_sex"
"prevalence" "m" "18+" 3 1066 2063426 51.6616539677216 2006 "age_sex"
"prevalence" "m" "18+" 4 4908 2063426 237.856845847634 2006 "age_sex"
"prevalence" "m" "<18" 1 3759 620220 606.075263616136 2006 "age_sex"
"prevalence" "m" "<18" 2 2276 620220 366.966560252814 2006 "age_sex"
"prevalence" "m" "<18" 3 1106 620220 178.323820579794 2006 "age_sex"
"prevalence" "m" "<18" 4 6499 620220 1047.85398729483 2006 "age_sex"
"incidence" "f" "18+" 1 NA 2149984 NA 2006 "age_sex"
"incidence" "f" "18+" 2 19 2149984 0.883727506809353 2006 "age_sex"
"incidence" "f" "18+" 3 NA 2149984 NA 2006 "age_sex"
"incidence" "f" "18+" 4 33 2149984 1.53489514340572 2006 "age_sex"
"incidence" "f" "<18" 1 313 589674 53.0801765043058 2006 "age_sex"
"incidence" "f" "<18" 2 125 589674 21.1981535560327 2006 "age_sex"
"incidence" "f" "<18" 3 68 589674 11.5317955344818 2006 "age_sex"
"incidence" "f" "<18" 4 481 589674 81.5704948836137 2006 "age_sex"
"incidence" "m" "18+" 1 NA 2063426 NA 2006 "age_sex"
"incidence" "m" "18+" 2 14 2063426 0.678483260364074 2006 "age_sex"
"incidence" "m" "18+" 3 NA 2063426 NA 2006 "age_sex"
"incidence" "m" "18+" 4 20 2063426 0.969261800520106 2006 "age_sex"
"incidence" "m" "<18" 1 272 620220 43.8554061462062 2006 "age_sex"
"incidence" "m" "<18" 2 168 620220 27.0871626197156 2006 "age_sex"
"incidence" "m" "<18" 3 83 620220 13.3823481990262 2006 "age_sex"
"incidence" "m" "<18" 4 496 620220 79.9716229724936 2006 "age_sex"
"opr" "f" "18+" 1 47 2149984 2.18606278000208 2006 "age_sex"
"opr" "f" "18+" 2 48 2149984 2.23257475404468 2006 "age_sex"
"opr" "f" "18+" 3 35 2149984 1.62791909149091 2006 "age_sex"
"opr" "f" "18+" 4 130 2149984 6.04655662553768 2006 "age_sex"
"opr" "f" "<18" 1 49 589674 8.3096761939648 2006 "age_sex"
"opr" "f" "<18" 2 42 589674 7.12257959482697 2006 "age_sex"
"opr" "f" "<18" 3 107 589674 18.145619443964 2006 "age_sex"
"opr" "f" "<18" 4 198 589674 33.5778752327557 2006 "age_sex"
"opr" "m" "18+" 1 54 2063426 2.61700686140429 2006 "age_sex"
"opr" "m" "18+" 2 73 2063426 3.53780557189839 2006 "age_sex"
"opr" "m" "18+" 3 61 2063426 2.95624849158632 2006 "age_sex"
"opr" "m" "18+" 4 188 2063426 9.111060924889 2006 "age_sex"
"opr" "m" "<18" 1 41 620220 6.61055754409726 2006 "age_sex"
"opr" "m" "<18" 2 69 620220 11.1250846473832 2006 "age_sex"
"opr" "m" "<18" 3 174 620220 28.0545612847054 2006 "age_sex"
"opr" "m" "<18" 4 284 620220 45.7902034761859 2006 "age_sex"
"opr_patients" "f" "18+" 1 43 2149984 2.00001488383169 2006 "age_sex"
"opr_patients" "f" "18+" 2 39 2149984 1.8139669876613 2006 "age_sex"
"opr_patients" "f" "18+" 3 34 2149984 1.58140711744832 2006 "age_sex"
"opr_patients" "f" "18+" 4 116 2149984 5.39538898894131 2006 "age_sex"
"opr_patients" "f" "<18" 1 48 589674 8.14009096551654 2006 "age_sex"
"opr_patients" "f" "<18" 2 33 589674 5.59631253879262 2006 "age_sex"
"opr_patients" "f" "<18" 3 85 589674 14.4147444181022 2006 "age_sex"
"opr_patients" "f" "<18" 4 166 589674 28.1511479224114 2006 "age_sex"
"opr_patients" "m" "18+" 1 46 2063426 2.22930214119624 2006 "age_sex"
"opr_patients" "m" "18+" 2 61 2063426 2.95624849158632 2006 "age_sex"
"opr_patients" "m" "18+" 3 47 2063426 2.27776523122225 2006 "age_sex"
"opr_patients" "m" "18+" 4 154 2063426 7.46331586400481 2006 "age_sex"
"opr_patients" "m" "<18" 1 38 620220 6.12685821160234 2006 "age_sex"
"opr_patients" "m" "<18" 2 54 620220 8.70658798490858 2006 "age_sex"
"opr_patients" "m" "<18" 3 125 620220 20.154138853955 2006 "age_sex"
"opr_patients" "m" "<18" 4 217 620220 34.987585050466 2006 "age_sex"
"prevalence" "f" "18+" 1 3287 2158706 152.267145224963 2007 "age_sex"
"prevalence" "f" "18+" 2 2149 2158706 99.5503787917391 2007 "age_sex"
"prevalence" "f" "18+" 3 1093 2158706 50.6321842807682 2007 "age_sex"
"prevalence" "f" "18+" 4 5829 2158706 270.02287481482 2007 "age_sex"
"prevalence" "f" "<18" 1 4322 591633 730.520440881425 2007 "age_sex"
"prevalence" "f" "<18" 2 1927 591633 325.708674127373 2007 "age_sex"
"prevalence" "f" "<18" 3 922 591633 155.839853422645 2007 "age_sex"
"prevalence" "f" "<18" 4 6558 591633 1108.45743898667 2007 "age_sex"
"prevalence" "m" "18+" 1 2607 2074453 125.67168308947 2007 "age_sex"
"prevalence" "m" "18+" 2 2113 2074453 101.858176589202 2007 "age_sex"
"prevalence" "m" "18+" 3 1139 2074453 54.9060402911032 2007 "age_sex"
"prevalence" "m" "18+" 4 5320 2074453 256.453146925961 2007 "age_sex"
"prevalence" "m" "<18" 1 3855 622281 619.49505127105 2007 "age_sex"
"prevalence" "m" "<18" 2 2351 622281 377.803596767377 2007 "age_sex"
"prevalence" "m" "<18" 3 1121 622281 180.143697140038 2007 "age_sex"
"prevalence" "m" "<18" 4 6675 622281 1072.66652846544 2007 "age_sex"
"incidence" "f" "18+" 1 16 2158706 0.741184765317741 2007 "age_sex"
"incidence" "f" "18+" 2 27 2158706 1.25074929147369 2007 "age_sex"
"incidence" "f" "18+" 3 NA 2158706 NA 2007 "age_sex"
"incidence" "f" "18+" 4 49 2158706 2.26987834378558 2007 "age_sex"
"incidence" "f" "<18" 1 371 591633 62.7077935138844 2007 "age_sex"
"incidence" "f" "<18" 2 142 591633 24.0013657115137 2007 "age_sex"
"incidence" "f" "<18" 3 56 591633 9.46532732285048 2007 "age_sex"
"incidence" "f" "<18" 4 545 591633 92.1179176955985 2007 "age_sex"
"incidence" "m" "18+" 1 NA 2074453 NA 2007 "age_sex"
"incidence" "m" "18+" 2 12 2074453 0.578465744945776 2007 "age_sex"
"incidence" "m" "18+" 3 NA 2074453 NA 2007 "age_sex"
"incidence" "m" "18+" 4 20 2074453 0.964109574909627 2007 "age_sex"
"incidence" "m" "<18" 1 316 622281 50.7809173026334 2007 "age_sex"
"incidence" "m" "<18" 2 144 622281 23.1406711758836 2007 "age_sex"
"incidence" "m" "<18" 3 73 622281 11.7310346933299 2007 "age_sex"
"incidence" "m" "<18" 4 507 622281 81.4744464317567 2007 "age_sex"
"opr" "f" "18+" 1 37 2158706 1.71398976979728 2007 "age_sex"
"opr" "f" "18+" 2 51 2158706 2.3625264394503 2007 "age_sex"
"opr" "f" "18+" 3 40 2158706 1.85296191329435 2007 "age_sex"
"opr" "f" "18+" 4 128 2158706 5.92947812254193 2007 "age_sex"
"opr" "f" "<18" 1 47 591633 7.94411400310666 2007 "age_sex"
"opr" "f" "<18" 2 48 591633 8.11313770530041 2007 "age_sex"
"opr" "f" "<18" 3 105 591633 17.7474887303447 2007 "age_sex"
"opr" "f" "<18" 4 200 591633 33.8047404387517 2007 "age_sex"
"opr" "m" "18+" 1 63 2074453 3.03694516096532 2007 "age_sex"
"opr" "m" "18+" 2 108 2074453 5.20619170451198 2007 "age_sex"
"opr" "m" "18+" 3 92 2074453 4.43490404458428 2007 "age_sex"
"opr" "m" "18+" 4 263 2074453 12.6780409100616 2007 "age_sex"
"opr" "m" "<18" 1 46 622281 7.39215884785169 2007 "age_sex"
"opr" "m" "<18" 2 45 622281 7.23145974246361 2007 "age_sex"
"opr" "m" "<18" 3 171 622281 27.4795470213617 2007 "age_sex"
"opr" "m" "<18" 4 262 622281 42.103165611677 2007 "age_sex"
"opr_patients" "f" "18+" 1 36 2158706 1.66766572196492 2007 "age_sex"
"opr_patients" "f" "18+" 2 48 2158706 2.22355429595322 2007 "age_sex"
"opr_patients" "f" "18+" 3 36 2158706 1.66766572196492 2007 "age_sex"
"opr_patients" "f" "18+" 4 120 2158706 5.55888573988306 2007 "age_sex"
"opr_patients" "f" "<18" 1 46 591633 7.7750903009129 2007 "age_sex"
"opr_patients" "f" "<18" 2 40 591633 6.76094808775034 2007 "age_sex"
"opr_patients" "f" "<18" 3 83 591633 14.028967282082 2007 "age_sex"
"opr_patients" "f" "<18" 4 169 591633 28.5650056707452 2007 "age_sex"
"opr_patients" "m" "18+" 1 53 2074453 2.55489037351051 2007 "age_sex"
"opr_patients" "m" "18+" 2 87 2074453 4.19387665085688 2007 "age_sex"
"opr_patients" "m" "18+" 3 51 2074453 2.45847941601955 2007 "age_sex"
"opr_patients" "m" "18+" 4 191 2074453 9.20724644038694 2007 "age_sex"
"opr_patients" "m" "<18" 1 44 622281 7.07076063707553 2007 "age_sex"
"opr_patients" "m" "<18" 2 40 622281 6.42796421552321 2007 "age_sex"
"opr_patients" "m" "<18" 3 122 622281 19.6052908573458 2007 "age_sex"
"opr_patients" "m" "<18" 4 206 622281 33.1040157099445 2007 "age_sex"
"prevalence" "f" "18+" 1 3522 2170543 162.263544191477 2008 "age_sex"
"prevalence" "f" "18+" 2 2337 2170543 107.668910498433 2008 "age_sex"
"prevalence" "f" "18+" 3 1143 2170543 52.6596340178471 2008 "age_sex"
"prevalence" "f" "18+" 4 6251 2170543 287.99245165841 2008 "age_sex"
"prevalence" "f" "<18" 1 4523 592475 763.407738723153 2008 "age_sex"
"prevalence" "f" "<18" 2 1973 592475 333.009831638466 2008 "age_sex"
"prevalence" "f" "<18" 3 939 592475 158.48769990295 2008 "age_sex"
"prevalence" "f" "<18" 4 6817 592475 1150.5970716064 2008 "age_sex"
"prevalence" "m" "18+" 1 2821 2089667 134.997585739738 2008 "age_sex"
"prevalence" "m" "18+" 2 2300 2089667 110.065383623324 2008 "age_sex"
"prevalence" "m" "18+" 3 1202 2089667 57.5211265718414 2008 "age_sex"
"prevalence" "m" "18+" 4 5742 2089667 274.780622941359 2008 "age_sex"
"prevalence" "m" "<18" 1 3989 622994 640.295091124473 2008 "age_sex"
"prevalence" "m" "<18" 2 2374 622994 381.063059997368 2008 "age_sex"
"prevalence" "m" "<18" 3 1124 622994 180.419073056883 2008 "age_sex"
"prevalence" "m" "<18" 4 6828 622994 1095.9977142637 2008 "age_sex"
"incidence" "f" "18+" 1 13 2170543 0.59892847089415 2008 "age_sex"
"incidence" "f" "18+" 2 30 2170543 1.38214262514035 2008 "age_sex"
"incidence" "f" "18+" 3 13 2170543 0.59892847089415 2008 "age_sex"
"incidence" "f" "18+" 4 53 2170543 2.44178530441461 2008 "age_sex"
"incidence" "f" "<18" 1 353 592475 59.5805730199586 2008 "age_sex"
"incidence" "f" "<18" 2 176 592475 29.7058947634921 2008 "age_sex"
"incidence" "f" "<18" 3 69 592475 11.6460610152327 2008 "age_sex"
"incidence" "f" "<18" 4 576 592475 97.219291953247 2008 "age_sex"
"incidence" "m" "18+" 1 NA 2089667 NA 2008 "age_sex"
"incidence" "m" "18+" 2 17 2089667 0.813526748520219 2008 "age_sex"
"incidence" "m" "18+" 4 23 2089667 1.10065383623324 2008 "age_sex"
"incidence" "m" "<18" 1 380 622994 60.9957720299072 2008 "age_sex"
"incidence" "m" "<18" 2 181 622994 29.0532493089821 2008 "age_sex"
"incidence" "m" "<18" 3 90 622994 14.4463670597149 2008 "age_sex"
"incidence" "m" "<18" 4 624 622994 100.16147828069 2008 "age_sex"
"opr" "f" "18+" 1 40 2170543 1.84285683352046 2008 "age_sex"
"opr" "f" "18+" 2 65 2170543 2.99464235447075 2008 "age_sex"
"opr" "f" "18+" 3 44 2170543 2.02714251687251 2008 "age_sex"
"opr" "f" "18+" 4 149 2170543 6.86464170486371 2008 "age_sex"
"opr" "f" "<18" 1 53 592475 8.94552512764252 2008 "age_sex"
"opr" "f" "<18" 2 34 592475 5.73863876112916 2008 "age_sex"
"opr" "f" "<18" 3 106 592475 17.891050255285 2008 "age_sex"
"opr" "f" "<18" 4 193 592475 32.5752141440567 2008 "age_sex"
"opr" "m" "18+" 1 55 2089667 2.631998304036 2008 "age_sex"
"opr" "m" "18+" 2 85 2089667 4.06763374260109 2008 "age_sex"
"opr" "m" "18+" 3 72 2089667 3.44552505255622 2008 "age_sex"
"opr" "m" "18+" 4 212 2089667 10.1451570991933 2008 "age_sex"
"opr" "m" "<18" 1 31 622994 4.97597087612401 2008 "age_sex"
"opr" "m" "<18" 2 56 622994 8.98885061493369 2008 "age_sex"
"opr" "m" "<18" 3 134 622994 21.5090354000199 2008 "age_sex"
"opr" "m" "<18" 4 221 622994 35.4738568910776 2008 "age_sex"
"opr_patients" "f" "18+" 1 39 2170543 1.79678541268245 2008 "age_sex"
"opr_patients" "f" "18+" 2 58 2170543 2.67214240860467 2008 "age_sex"
"opr_patients" "f" "18+" 3 41 2170543 1.88892825435847 2008 "age_sex"
"opr_patients" "f" "18+" 4 138 2170543 6.35785607564559 2008 "age_sex"
"opr_patients" "f" "<18" 1 53 592475 8.94552512764252 2008 "age_sex"
"opr_patients" "f" "<18" 2 28 592475 4.72593780328284 2008 "age_sex"
"opr_patients" "f" "<18" 3 84 592475 14.1778134098485 2008 "age_sex"
"opr_patients" "f" "<18" 4 165 592475 27.8492763407739 2008 "age_sex"
"opr_patients" "m" "18+" 1 50 2089667 2.39272573094182 2008 "age_sex"
"opr_patients" "m" "18+" 2 73 2089667 3.49337956717506 2008 "age_sex"
"opr_patients" "m" "18+" 3 48 2089667 2.29701670170415 2008 "age_sex"
"opr_patients" "m" "18+" 4 171 2089667 8.18312199982102 2008 "age_sex"
"opr_patients" "m" "<18" 1 31 622994 4.97597087612401 2008 "age_sex"
"opr_patients" "m" "<18" 2 44 622994 7.06266834030504 2008 "age_sex"
"opr_patients" "m" "<18" 3 107 622994 17.1751252821054 2008 "age_sex"
"opr_patients" "m" "<18" 4 182 622994 29.2137644985345 2008 "age_sex"
"prevalence" "f" "18+" 1 3785 2185964 173.150152518523 2009 "age_sex"
"prevalence" "f" "18+" 2 2535 2185964 115.967143100252 2009 "age_sex"
"prevalence" "f" "18+" 3 1241 2185964 56.7712917504588 2009 "age_sex"
"prevalence" "f" "18+" 4 6740 2185964 308.330786783314 2009 "age_sex"
"prevalence" "f" "<18" 1 4668 593313 786.768535326211 2009 "age_sex"
"prevalence" "f" "<18" 2 2050 593313 345.517458744373 2009 "age_sex"
"prevalence" "f" "<18" 3 956 593313 161.129117346156 2009 "age_sex"
"prevalence" "f" "<18" 4 7032 593313 1185.20915604411 2009 "age_sex"
"prevalence" "m" "18+" 1 3029 2108095 143.684226754487 2009 "age_sex"
"prevalence" "m" "18+" 2 2510 2108095 119.06484290319 2009 "age_sex"
"prevalence" "m" "18+" 3 1297 2108095 61.5247415320467 2009 "age_sex"
"prevalence" "m" "18+" 4 6199 2108095 294.056956636205 2009 "age_sex"
"prevalence" "m" "<18" 1 4187 623871 671.132333447139 2009 "age_sex"
"prevalence" "m" "<18" 2 2428 623871 389.183020207703 2009 "age_sex"
"prevalence" "m" "<18" 3 1140 623871 182.730083623057 2009 "age_sex"
"prevalence" "m" "<18" 4 7065 623871 1132.44564982184 2009 "age_sex"
"incidence" "f" "18+" 1 26 2185964 1.18940659590002 2009 "age_sex"
"incidence" "f" "18+" 2 24 2185964 1.09791378083079 2009 "age_sex"
"incidence" "f" "18+" 3 25 2185964 1.14366018836541 2009 "age_sex"
"incidence" "f" "18+" 4 73 2185964 3.33948775002699 2009 "age_sex"
"incidence" "f" "<18" 1 377 593313 63.5415033885993 2009 "age_sex"
"incidence" "f" "<18" 2 165 593313 27.8099418013763 2009 "age_sex"
"incidence" "f" "<18" 3 69 593313 11.6296120260301 2009 "age_sex"
"incidence" "f" "<18" 4 587 593313 98.9359747721692 2009 "age_sex"
"incidence" "m" "18+" 1 NA 2108095 NA 2009 "age_sex"
"incidence" "m" "18+" 2 21 2108095 0.996160040225891 2009 "age_sex"
"incidence" "m" "18+" 3 NA 2108095 NA 2009 "age_sex"
"incidence" "m" "18+" 4 30 2108095 1.42308577175127 2009 "age_sex"
"incidence" "m" "<18" 1 373 623871 59.7880010450879 2009 "age_sex"
"incidence" "m" "<18" 2 186 623871 29.813855749025 2009 "age_sex"
"incidence" "m" "<18" 3 82 623871 13.1437428570971 2009 "age_sex"
"incidence" "m" "<18" 4 619 623871 99.219229616379 2009 "age_sex"
"opr" "f" "18+" 1 62 2185964 2.83627726714621 2009 "age_sex"
"opr" "f" "18+" 2 63 2185964 2.88202367468083 2009 "age_sex"
"opr" "f" "18+" 3 45 2185964 2.05858833905773 2009 "age_sex"
"opr" "f" "18+" 4 170 2185964 7.77688928088477 2009 "age_sex"
"opr" "f" "<18" 1 62 593313 10.4497963132444 2009 "age_sex"
"opr" "f" "<18" 2 43 593313 7.2474393785405 2009 "age_sex"
"opr" "f" "<18" 3 101 593313 17.0230552844789 2009 "age_sex"
"opr" "f" "<18" 4 206 593313 34.7202909762638 2009 "age_sex"
